Metadata_CellLine	Metadata_Condition	Metadata_Plate	Metadata_Well	Metadata_Site	Metadata_Nuclei_Site_Count	UMAP0	UMAP1
786O	SART1 kd4	slide3	B2	M54	58	0.9397086	-3.9337285
293T	untreated	slide3	B4	M27	255	-0.0086791245	5.192833
293T	untreated	slide3	B4	M14	717	-1.607377	5.2351117
293T	untreated	slide3	B4	M40	423	-3.0732613	3.0210416
786O	NTC	slide3	A1	M17	57	0.26956668	0.019676873
293T	untreated	slide3	B4	M52	812	-2.5765314	4.1459446
293T	untreated	slide3	B4	M34	414	-2.8889573	2.6377273
293T	untreated	slide3	B4	M33	409	-1.9183038	4.185941
293T	untreated	slide3	B4	M39	332	-3.1814036	4.483455
786O	FIBP kd6	slide3	B3	M11	272	-0.9581855	-0.49096504
786O	SART1 kd4	slide3	B2	M17	72	1.9435195	1.8341373
786O	FIBP kd6	slide3	B3	M20	205	-0.82250667	-0.23662814
786O	FIBP kd6	slide3	B3	M43	129	2.3573337	0.5903906
293T	untreated	slide3	B4	M13	733	-2.7062638	4.5204234
786O	FIBP kd7	slide3	A4	M12	123	8.3331785	5.9068956
786O	ALY kd8	slide3	A2	M26	140	-0.048810866	1.2060273
293T	untreated	slide3	B4	M5	569	0.58877265	5.242041
293T	untreated	slide3	B4	M28	334	-1.9375	4.4813643
293T	untreated	slide3	B4	M53	939	-2.1787665	2.3071086
786O	FIBP kd6	slide3	B3	M27	243	2.1770418	0.252444
786O	FIBP kd7	slide3	A4	M41	26	-0.14549774	-0.5181595
786O	SART1 kd4	slide3	B2	M14	69	2.1872473	1.4947687
786O	SART1 kd4	slide3	B2	M12	67	2.7658741	-1.5507634
786O	FIBP kd7	slide3	A4	M53	64	1.0086834	0.8978443
293T	untreated	slide3	B4	M30	492	0.8228089	5.823835
786O	NTC	slide3	A1	M43	104	1.8386469	0.4109927
293T	untreated	slide3	B4	M29	382	-1.1411043	6.274862
293T	untreated	slide3	B4	M7	513	0.4602421	5.0728183
786O	FIBP kd6	slide3	B3	M4	48	2.2991495	1.1683444
786O	SART1 kd4	slide3	B2	M8	39	2.4241047	1.1376362
786O	ALY kd8	slide3	A2	M12	158	2.7891762	-1.2377732
786O	ALY kd5	slide3	B1	M20	152	-0.0043475097	0.954372
293T	untreated	slide3	B4	M47	537	-1.215543	4.6367297
786O	ALY kd8	slide3	A2	M43	145	-0.8013822	-0.72701615
786O	SART1 kd4	slide3	B2	M60	48	1.0773226	-3.635071
293T	untreated	slide3	B4	M25	532	-2.7401474	4.121543
786O	FIBP kd7	slide3	A4	M34	107	1.8026228	-3.0838485
786O	FIBP kd6	slide3	B3	M39	170	-0.98998946	-1.9453365
786O	ALY kd5	slide3	B1	M22	181	4.5630794	5.6079283
293T	untreated	slide3	B4	M10	595	-2.369434	6.467885
293T	untreated	slide3	B4	M30	492	-1.9993726	5.3866444
786O	FIBP kd7	slide3	A4	M1	49	1.1854409	-2.9693673
786O	SART1 kd6	slide3	A3	M36	101	0.47347865	0.044289164
293T	untreated	slide3	B4	M19	519	-0.45949852	5.129888
293T	untreated	slide3	B4	M46	422	3.3815923	6.3382707
786O	ALY kd5	slide3	B1	M23	77	-0.43904626	0.7264991
293T	untreated	slide3	B4	M45	544	-2.8414512	3.1825895
293T	untreated	slide3	B4	M3	692	0.3175683	3.154915
293T	untreated	slide3	B4	M9	570	0.66480476	3.7465928
293T	untreated	slide3	B4	M55	685	-0.70023626	6.549488
293T	untreated	slide3	B4	M41	385	-1.2342411	5.6718173
786O	FIBP kd6	slide3	B3	M42	67	2.3046477	1.9844965
293T	untreated	slide3	B4	M27	255	-1.8518639	5.869492
293T	untreated	slide3	B4	M44	348	-2.8923721	6.089906
786O	NTC	slide3	A1	M17	57	-0.7939139	-2.6891453
786O	ALY kd5	slide3	B1	M20	152	-0.101023525	0.27847117
786O	SART1 kd4	slide3	B2	M32	54	0.52820647	-3.7375994
293T	untreated	slide3	B4	M54	790	-0.28075126	5.2361026
293T	untreated	slide3	B4	M14	717	-2.112914	4.3104463
293T	untreated	slide3	B4	M47	537	-2.4926097	3.7488687
786O	ALY kd8	slide3	A2	M27	163	2.9318063	-0.32262206
293T	untreated	slide3	B4	M15	569	-3.180636	4.7907495
293T	untreated	slide3	B4	M55	685	-0.16529432	6.371709
293T	untreated	slide3	B4	M51	742	-0.8793945	9.65064
786O	ALY kd8	slide3	A2	M52	151	2.3155344	0.61997855
786O	FIBP kd7	slide3	A4	M21	114	0.4301253	-1.2167406
786O	ALY kd8	slide3	A2	M37	163	0.4841844	-0.22417352
293T	untreated	slide3	B4	M56	553	-0.8408379	3.9079728
293T	untreated	slide3	B4	M4	664	-2.714526	2.5964947
786O	ALY kd8	slide3	A2	M50	69	2.6717362	-2.1073444
293T	untreated	slide3	B4	M50	716	-0.81537074	10.299456
786O	SART1 kd4	slide3	B2	M21	90	0.62838346	0.49554846
786O	ALY kd8	slide3	A2	M47	167	2.0921853	-1.7129288
293T	untreated	slide3	B4	M5	569	-2.7941034	5.4916453
786O	SART1 kd4	slide3	B2	M15	70	1.6360049	-1.8407578
786O	SART1 kd4	slide3	B2	M43	86	-0.101794705	0.00061235327
786O	ALY kd5	slide3	B1	M28	130	0.11703205	-0.650646
786O	FIBP kd7	slide3	A4	M44	95	1.8448755	1.8594831
786O	FIBP kd7	slide3	A4	M19	124	2.8723998	-2.2750015
786O	SART1 kd4	slide3	B2	M37	84	2.0401356	-0.86241245
786O	SART1 kd4	slide3	B2	M34	94	0.42499065	-1.3969733
786O	ALY kd8	slide3	A2	M35	158	0.6094357	-3.5001473
786O	SART1 kd6	slide3	A3	M16	77	1.9655167	0.73703986
293T	untreated	slide3	B4	M21	572	-3.0731015	5.100365
786O	ALY kd8	slide3	A2	M21	167	0.17045364	-0.46868068
786O	FIBP kd7	slide3	A4	M11	75	-0.80676985	-1.106864
293T	untreated	slide3	B4	M37	389	-0.3480939	4.299869
293T	untreated	slide3	B4	M10	595	-2.0199854	5.7607775
293T	untreated	slide3	B4	M52	812	-1.7658702	3.2388377
786O	SART1 kd6	slide3	A3	M17	70	0.00966298	-2.2065797
786O	NTC	slide3	A1	M44	101	-0.104627974	1.280082
786O	FIBP kd7	slide3	A4	M40	46	1.1853863	-0.89685327
293T	untreated	slide3	B4	M12	574	-3.2283902	3.5764964
293T	untreated	slide3	B4	M33	409	-0.60990816	6.342076
786O	FIBP kd7	slide3	A4	M43	112	2.7151937	-0.5238042
293T	untreated	slide3	B4	M2	590	-2.6311975	4.673988
293T	untreated	slide3	B4	M54	790	-0.44222882	2.9219253
786O	FIBP kd7	slide3	A4	M38	81	1.8764706	1.342533
293T	untreated	slide3	B4	M9	570	-1.9844782	2.9522414
786O	SART1 kd4	slide3	B2	M46	55	2.8999913	-3.0110443
293T	untreated	slide3	B4	M49	477	-0.48974663	6.307069
786O	FIBP kd6	slide3	B3	M14	183	-0.8392781	-0.5734829
293T	untreated	slide3	B4	M23	379	0.097425446	6.3237233
786O	SART1 kd4	slide3	B2	M18	93	2.2890549	-3.1401622
293T	untreated	slide3	B4	M4	664	0.20100655	4.708162
293T	untreated	slide3	B4	M51	742	-0.66560346	10.024526
786O	FIBP kd6	slide3	B3	M38	187	1.5603786	-1.4313865
786O	SART1 kd4	slide3	B2	M23	72	0.103020184	-0.21753901
293T	untreated	slide3	B4	M35	482	0.6493734	3.563085
786O	NTC	slide3	A1	M38	238	0.7623312	5.5106115
293T	untreated	slide3	B4	M22	538	4.3614655	5.727905
293T	untreated	slide3	B4	M21	572	4.3530965	5.971675
786O	ALY kd8	slide3	A2	M37	163	-0.680189	-1.392329
786O	FIBP kd7	slide3	A4	M40	46	1.8584702	-1.3349729
293T	untreated	slide3	B4	M14	717	-3.1643112	4.728411
293T	untreated	slide3	B4	M24	639	-2.4275048	2.541783
293T	untreated	slide3	B4	M9	570	0.52950907	3.763688
786O	ALY kd5	slide3	B1	M9	56	1.4965618	0.05040921
786O	SART1 kd6	slide3	A3	M12	98	-0.54521215	-0.10204181
293T	untreated	slide3	B4	M15	569	-2.8382325	4.6637597
293T	untreated	slide3	B4	M8	641	0.9810213	5.7437196
786O	ALY kd5	slide3	B1	M19	159	-0.3077507	0.8310772
786O	SART1 kd6	slide3	A3	M37	152	0.6956913	0.08460817
293T	untreated	slide3	B4	M32	322	-2.6389008	5.7444787
786O	SART1 kd6	slide3	A3	M23	58	0.08434791	0.09096582
786O	NTC	slide3	A1	M26	46	0.35494116	1.0535048
786O	ALY kd5	slide3	B1	M28	130	-0.50790113	0.15636751
293T	untreated	slide3	B4	M9	570	-1.8928541	4.9867783
786O	SART1 kd6	slide3	A3	M30	152	-0.44269156	0.584862
293T	untreated	slide3	B4	M4	664	-2.4704902	2.2065344
786O	SART1 kd4	slide3	B2	M31	67	0.48399863	-1.5476313
293T	untreated	slide3	B4	M41	385	-3.2094254	2.7618225
786O	SART1 kd4	slide3	B2	M37	84	0.23572381	-2.613002
786O	FIBP kd7	slide3	A4	M29	96	0.3836358	1.5297971
293T	untreated	slide3	B4	M46	422	4.214483	6.375128
786O	SART1 kd4	slide3	B2	M29	110	2.3297098	1.086404
293T	untreated	slide3	B4	M54	790	3.6038365	6.2485714
293T	untreated	slide3	B4	M37	389	-0.7999725	5.7637477
786O	SART1 kd4	slide3	B2	M35	100	0.28282398	1.2226607
293T	untreated	slide3	B4	M5	569	1.0873051	2.9273512
293T	untreated	slide3	B4	M29	382	4.1623197	6.424421
293T	untreated	slide3	B4	M24	639	-3.0759673	3.3966296
293T	untreated	slide3	B4	M24	639	1.2604793	4.819923
786O	FIBP kd6	slide3	B3	M12	269	1.6434579	-2.7817154
293T	untreated	slide3	B4	M56	553	-1.982713	3.7712293
786O	FIBP kd6	slide3	B3	M12	269	1.3894128	1.0106392
293T	untreated	slide3	B4	M56	553	-1.1697493	-1.845065
293T	untreated	slide3	B4	M13	733	-1.3225741	3.050218
293T	untreated	slide3	B4	M7	513	-1.9850197	6.345993
293T	untreated	slide3	B4	M36	345	0.7550525	5.629043
786O	ALY kd8	slide3	A2	M6	53	2.7749023	-1.4434211
786O	ALY kd5	slide3	B1	M28	130	0.63870615	-0.54627585
293T	untreated	slide3	B4	M8	641	-0.8133683	6.362422
786O	ALY kd8	slide3	A2	M48	82	2.444963	-2.4296873
293T	untreated	slide3	B4	M12	574	-2.799361	5.8248425
293T	untreated	slide3	B4	M13	733	-1.3904426	5.228995
786O	FIBP kd7	slide3	A4	M38	81	1.361579	0.2180716
786O	NTC	slide3	A1	M27	114	2.3429708	-0.87781274
293T	untreated	slide3	B4	M48	380	0.57067364	4.388267
786O	FIBP kd6	slide3	B3	M36	119	2.7891936	-0.8157555
293T	untreated	slide3	B4	M54	790	-0.20126519	6.2745543
786O	ALY kd8	slide3	A2	M21	167	3.0247838	-1.3084232
786O	FIBP kd6	slide3	B3	M38	187	2.4799228	1.116502
293T	untreated	slide3	B4	M37	389	-2.1345634	3.7134101
293T	untreated	slide3	B4	M18	529	-0.47803593	5.0428586
786O	SART1 kd6	slide3	A3	M27	152	3.0326738	-1.3807535
293T	untreated	slide3	B4	M56	553	0.056729086	2.9195497
786O	ALY kd8	slide3	A2	M27	163	1.3951557	-0.6197997
293T	untreated	slide3	B4	M55	685	-1.4986817	6.173774
293T	untreated	slide3	B4	M3	692	-2.1553187	5.62549
786O	FIBP kd7	slide3	A4	M26	77	2.0520368	-0.25518447
786O	ALY kd8	slide3	A2	M54	74	2.4026978	1.9505414
293T	untreated	slide3	B4	M22	538	-2.5252264	6.0969505
786O	ALY kd8	slide3	A2	M37	163	1.7993841	-3.2467852
293T	untreated	slide3	B4	M22	538	-2.6975348	5.002728
293T	untreated	slide3	B4	M8	641	-2.4027467	6.375719
293T	untreated	slide3	B4	M1	97	-0.31627107	5.509491
786O	SART1 kd4	slide3	B2	M62	59	0.4748122	-1.4929104
293T	untreated	slide3	B4	M32	322	-2.0784993	2.817729
293T	untreated	slide3	B4	M8	641	-3.2823992	3.0590796
786O	FIBP kd6	slide3	B3	M27	243	0.52691495	1.5364469
786O	FIBP kd6	slide3	B3	M52	29	8.438688	5.8304543
786O	ALY kd5	slide3	B1	M12	118	-1.1822218	-1.1179599
293T	untreated	slide3	B4	M47	537	-1.2776339	4.3218455
786O	SART1 kd6	slide3	A3	M18	136	0.32437792	1.3509237
293T	untreated	slide3	B4	M5	569	-0.59541434	1.067205
786O	ALY kd8	slide3	A2	M43	145	0.38379022	0.5183353
293T	untreated	slide3	B4	M7	513	-0.07195413	3.9396517
293T	untreated	slide3	B4	M13	733	1.1964324	0.31013536
786O	ALY kd8	slide3	A2	M39	189	-0.3368264	0.70720303
293T	untreated	slide3	B4	M50	716	-0.59015644	9.469707
293T	untreated	slide3	B4	M55	685	1.3375183	5.500904
786O	ALY kd8	slide3	A2	M25	48	0.37230802	-0.61716795
293T	untreated	slide3	B4	M42	421	-2.8123763	6.058261
293T	untreated	slide3	B4	M19	519	-1.5377351	3.6268733
293T	untreated	slide3	B4	M2	590	-2.5490997	6.1195254
293T	untreated	slide3	B4	M62	90	-0.7998263	9.978367
786O	ALY kd8	slide3	A2	M43	145	-0.833971	-1.957754
786O	ALY kd8	slide3	A2	M28	146	1.8858463	-0.8066733
786O	FIBP kd6	slide3	B3	M22	272	1.5520161	-1.6276147
786O	SART1 kd4	slide3	B2	M45	86	1.6110198	-3.0574136
786O	SART1 kd6	slide3	A3	M28	146	0.4253908	0.80250883
786O	FIBP kd7	slide3	A4	M39	57	1.5227447	-1.9404455
786O	ALY kd5	slide3	B1	M35	108	-1.0287632	-1.5476122
293T	untreated	slide3	B4	M2	590	-1.6239487	6.208061
786O	SART1 kd6	slide3	A3	M29	138	-1.2220064	-0.24135055
293T	untreated	slide3	B4	M38	277	-0.83251184	6.091694
786O	FIBP kd6	slide3	B3	M23	143	-1.0870026	-1.7417737
786O	SART1 kd4	slide3	B2	M58	109	1.2644875	-0.9198474
786O	ALY kd5	slide3	B1	M39	114	-1.1573418	-0.41286287
786O	FIBP kd6	slide3	B3	M30	234	-0.85519326	0.5550811
293T	untreated	slide3	B4	M18	529	-2.1051133	3.277193
786O	ALY kd5	slide3	B1	M27	204	2.4415998	0.25888574
786O	SART1 kd4	slide3	B2	M11	52	0.16028932	0.12840952
786O	SART1 kd6	slide3	A3	M4	103	-0.5518817	0.7196609
786O	FIBP kd6	slide3	B3	M26	116	2.4258747	-0.062058687
293T	untreated	slide3	B4	M8	641	-0.4325171	5.2486653
786O	SART1 kd4	slide3	B2	M46	55	-0.5448843	-1.597324
786O	SART1 kd6	slide3	A3	M11	74	0.07367184	-3.5196273
786O	ALY kd8	slide3	A2	M24	94	0.97751504	-2.5297434
293T	untreated	slide3	B4	M42	421	0.82867455	3.5157979
293T	untreated	slide3	B4	M32	322	0.6553259	3.459055
293T	untreated	slide3	B4	M36	345	-1.8472215	2.6075737
293T	untreated	slide3	B4	M12	574	0.26600373	4.578695
786O	FIBP kd6	slide3	B3	M21	233	8.408447	5.6300297
786O	SART1 kd4	slide3	B2	M28	85	-0.23078929	-1.141638
786O	ALY kd5	slide3	B1	M8	44	-0.3651174	-1.1487373
786O	ALY kd8	slide3	A2	M45	118	1.6966817	-1.5626262
786O	SART1 kd4	slide3	B2	M20	91	2.712078	-1.2632376
786O	ALY kd8	slide3	A2	M38	177	1.8263661	-0.4617839
293T	untreated	slide3	B4	M26	455	-0.3599009	4.982469
293T	untreated	slide3	B4	M17	310	0.07013346	4.436649
786O	NTC	slide3	A1	M27	114	1.1230984	1.4324994
293T	untreated	slide3	B4	M48	380	-2.6939223	2.1539574
786O	FIBP kd6	slide3	B3	M39	170	1.7752316	-0.27114198
293T	untreated	slide3	B4	M54	790	-2.604152	2.6715875
293T	untreated	slide3	B4	M11	495	-2.8429499	4.8289313
293T	untreated	slide3	B4	M36	345	-2.290468	4.43193
293T	untreated	slide3	B4	M56	553	0.22549295	3.7952557
293T	untreated	slide3	B4	M55	685	0.75887245	3.5266368
786O	ALY kd8	slide3	A2	M3	50	-0.3249061	-0.6535905
293T	untreated	slide3	B4	M54	790	0.35232723	4.587475
786O	NTC	slide3	A1	M28	117	0.78563654	1.225495
293T	untreated	slide3	B4	M14	717	-1.894863	4.2858515
293T	untreated	slide3	B4	M16	245	0.6861905	4.3932843
293T	untreated	slide3	B4	M12	574	0.8721197	5.7002726
786O	SART1 kd6	slide3	A3	M20	177	1.3875546	-1.0559186
293T	untreated	slide3	B4	M55	685	-1.6720854	6.0378747
293T	untreated	slide3	B4	M28	334	-2.603492	4.494792
293T	untreated	slide3	B4	M40	423	-2.2847779	5.996703
293T	untreated	slide3	B4	M47	537	-2.9413226	2.4012213
293T	untreated	slide3	B4	M5	569	-2.5470808	5.9990883
786O	ALY kd8	slide3	A2	M39	189	1.8941785	0.4282265
293T	untreated	slide3	B4	M29	382	-2.621324	2.0214384
786O	SART1 kd4	slide3	B2	M55	67	0.29218692	-2.2052896
786O	FIBP kd6	slide3	B3	M23	143	-0.28590885	-2.0725598
786O	FIBP kd6	slide3	B3	M11	272	1.4758563	5.52244
293T	untreated	slide3	B4	M28	334	-2.978434	2.619729
786O	ALY kd5	slide3	B1	M18	49	2.3791811	-0.5691387
293T	untreated	slide3	B4	M12	574	-2.1729786	4.308795
786O	SART1 kd6	slide3	A3	M11	74	1.8310525	0.32081315
293T	untreated	slide3	B4	M7	513	-2.7634861	4.8869867
786O	FIBP kd6	slide3	B3	M34	63	8.306405	5.9515653
293T	untreated	slide3	B4	M7	513	0.10309528	5.609158
786O	SART1 kd6	slide3	A3	M58	90	0.50931585	-2.6922843
293T	untreated	slide3	B4	M11	495	4.0739136	6.566095
786O	FIBP kd6	slide3	B3	M39	170	8.706843	5.429421
293T	untreated	slide3	B4	M19	519	0.5182545	5.9392824
786O	SART1 kd4	slide3	B2	M39	104	2.730103	-0.99390715
786O	ALY kd8	slide3	A2	M5	99	2.5441952	0.29852223
293T	untreated	slide3	B4	M39	332	4.1659846	6.428905
786O	SART1 kd6	slide3	A3	M58	90	1.0800847	-3.7120786
293T	untreated	slide3	B4	M7	513	-2.8698862	3.3696551
293T	untreated	slide3	B4	M4	664	-2.6916068	5.65036
786O	FIBP kd6	slide3	B3	M35	203	-1.1593949	-1.9967748
293T	untreated	slide3	B4	M21	572	-3.058185	4.1098447
293T	untreated	slide3	B4	M37	389	4.2709875	5.8796206
293T	untreated	slide3	B4	M42	421	-0.96843284	5.786639
786O	ALY kd8	slide3	A2	M59	73	1.81718	-1.7127763
293T	untreated	slide3	B4	M40	423	-0.3815104	5.798479
293T	untreated	slide3	B4	M21	572	-2.905788	3.9722106
293T	untreated	slide3	B4	M24	639	0.8097953	5.327016
293T	untreated	slide3	B4	M33	409	-2.994448	4.517197
786O	FIBP kd7	slide3	A4	M13	94	0.32007924	-1.1665838
786O	ALY kd8	slide3	A2	M27	163	2.966861	-0.27099186
786O	ALY kd8	slide3	A2	M28	146	0.7173857	-0.5880726
293T	untreated	slide3	B4	M17	310	0.62528753	5.8314633
786O	ALY kd5	slide3	B1	M36	75	2.3445818	-1.6790649
293T	untreated	slide3	B4	M7	513	-2.3530354	3.9286923
293T	untreated	slide3	B4	M25	532	-1.2753173	5.551848
293T	untreated	slide3	B4	M50	716	-0.15876788	9.808511
293T	untreated	slide3	B4	M24	639	-0.20277932	4.649459
786O	SART1 kd4	slide3	B2	M5	39	2.1258588	1.5835013
293T	untreated	slide3	B4	M48	380	-1.6404552	6.0230703
786O	NTC	slide3	A1	M32	83	1.0583632	-3.6647632
293T	untreated	slide3	B4	M13	733	-2.6633525	2.546901
293T	untreated	slide3	B4	M55	685	-2.7158797	3.0736196
786O	FIBP kd6	slide3	B3	M14	183	0.8092837	1.5726494
293T	untreated	slide3	B4	M5	569	-2.210143	3.8761115
293T	untreated	slide3	B4	M39	332	0.9429828	5.658141
786O	ALY kd8	slide3	A2	M45	118	-1.3150651	-0.6713511
293T	untreated	slide3	B4	M19	519	-2.169741	6.623543
293T	untreated	slide3	B4	M2	590	-2.8220732	2.9921868
293T	untreated	slide3	B4	M2	590	-1.9792194	5.55246
786O	SART1 kd6	slide3	A3	M18	136	1.3306664	-1.7150781
293T	untreated	slide3	B4	M15	569	-0.7170743	2.423334
786O	FIBP kd7	slide3	A4	M22	144	-0.16172782	-1.5760794
786O	ALY kd8	slide3	A2	M12	158	2.5800624	1.4318537
293T	untreated	slide3	B4	M10	595	-1.4537972	3.662166
293T	untreated	slide3	B4	M12	574	-1.104162	6.699787
786O	ALY kd8	slide3	A2	M29	156	-1.4924909	5.10001
293T	untreated	slide3	B4	M4	664	-2.0916722	5.4260845
786O	ALY kd8	slide3	A2	M49	53	2.3485234	1.3009787
293T	untreated	slide3	B4	M21	572	-1.8174843	2.5343006
786O	FIBP kd6	slide3	B3	M21	233	-0.3474807	1.2474279
786O	FIBP kd7	slide3	A4	M27	128	-0.039932504	-2.1171236
293T	untreated	slide3	B4	M50	716	-0.5148108	9.560393
786O	FIBP kd7	slide3	A4	M31	110	2.4643593	-0.06732153
293T	untreated	slide3	B4	M36	345	-1.9601451	3.848904
293T	untreated	slide3	B4	M26	455	-1.733123	5.9620433
786O	SART1 kd4	slide3	B2	M5	39	1.5915475	1.3367237
293T	untreated	slide3	B4	M18	529	-2.6862435	2.371646
293T	untreated	slide3	B4	M15	569	0.414628	5.42057
293T	untreated	slide3	B4	M7	513	-2.2598886	4.963081
786O	FIBP kd6	slide3	B3	M11	272	1.6597767	-1.749846
786O	ALY kd8	slide3	A2	M6	53	2.289201	-2.8001707
786O	NTC	slide3	A1	M39	95	-2.6211517	3.0600233
293T	untreated	slide3	B4	M3	692	-1.4273545	5.190555
786O	SART1 kd4	slide3	B2	M4	53	2.0409272	-1.8141663
786O	ALY kd8	slide3	A2	M47	167	-0.2847247	-0.7341949
786O	FIBP kd6	slide3	B3	M6	35	2.11857	1.4661843
786O	ALY kd8	slide3	A2	M31	174	-1.178519	-0.5625468
786O	SART1 kd4	slide3	B2	M61	77	0.5942369	-2.5928779
786O	ALY kd5	slide3	B1	M19	159	4.350718	5.0757875
786O	ALY kd8	slide3	A2	M19	201	-0.9422035	-0.8609187
786O	ALY kd8	slide3	A2	M29	156	2.1239283	1.1726193
293T	untreated	slide3	B4	M46	422	-0.9679104	4.646226
293T	untreated	slide3	B4	M45	544	-0.20064227	2.88984
293T	untreated	slide3	B4	M6	518	0.6230369	5.1152062
293T	untreated	slide3	B4	M38	277	0.10143547	5.5764093
786O	FIBP kd6	slide3	B3	M52	29	-0.33814293	-3.1813996
786O	SART1 kd6	slide3	A3	M36	101	0.15837462	-1.7577493
293T	untreated	slide3	B4	M51	742	-0.84739983	10.107366
786O	FIBP kd6	slide3	B3	M13	223	-0.93890667	0.008193398
786O	NTC	slide3	A1	M27	114	2.8928263	-1.4897344
293T	untreated	slide3	B4	M18	529	-0.38605505	5.1390653
786O	FIBP kd7	slide3	A4	M31	110	1.8437248	1.6088815
786O	ALY kd5	slide3	B1	M64	71	2.9565644	0.25824988
786O	SART1 kd4	slide3	B2	M30	113	0.05503221	-2.3043108
293T	untreated	slide3	B4	M25	532	-1.3274592	6.044315
293T	untreated	slide3	B4	M4	664	0.6792665	3.3266027
786O	FIBP kd7	slide3	A4	M15	67	-1.095915	-0.17445004
786O	ALY kd5	slide3	B1	M13	107	-0.30619696	-0.9440858
293T	untreated	slide3	B4	M23	379	-2.5059016	4.2461114
786O	ALY kd8	slide3	A2	M33	130	0.47615007	-2.0858474
786O	FIBP kd6	slide3	B3	M18	53	-1.239474	1.4001161
293T	untreated	slide3	B4	M10	595	-0.7210052	4.8244333
786O	ALY kd5	slide3	B1	M21	189	2.5281882	-2.376051
786O	SART1 kd4	slide3	B2	M41	86	1.1365163	-3.0919693
293T	untreated	slide3	B4	M43	495	0.32497522	5.1233993
293T	untreated	slide3	B4	M13	733	-1.8704638	5.119307
293T	untreated	slide3	B4	M21	572	3.3159297	6.326095
786O	ALY kd8	slide3	A2	M58	93	1.870684	1.5754815
293T	untreated	slide3	B4	M40	423	-1.8202307	6.2992406
786O	ALY kd8	slide3	A2	M29	156	-0.16025208	-0.09770644
293T	untreated	slide3	B4	M21	572	-1.5180293	5.1797805
293T	untreated	slide3	B4	M36	345	-2.2384765	3.6431074
786O	ALY kd8	slide3	A2	M37	163	-0.024046622	-1.9062597
786O	SART1 kd6	slide3	A3	M37	152	8.04573	6.0105004
293T	untreated	slide3	B4	M12	574	-2.3849373	5.1508784
786O	ALY kd8	slide3	A2	M35	158	-0.22609594	0.06804626
786O	SART1 kd6	slide3	A3	M29	138	3.128336	-0.95699644
293T	untreated	slide3	B4	M45	544	-1.9240658	5.3415093
786O	FIBP kd7	slide3	A4	M52	74	-0.4851842	0.21840648
786O	SART1 kd4	slide3	B2	M14	69	0.5399628	-0.37847722
786O	SART1 kd4	slide3	B2	M43	86	0.9338595	-2.061321
293T	untreated	slide3	B4	M4	664	-3.0658784	3.2972846
786O	NTC	slide3	A1	M58	80	2.2479537	-2.388531
786O	ALY kd8	slide3	A2	M64	80	-1.0164107	-1.5282143
786O	SART1 kd4	slide3	B2	M60	48	0.25787187	-2.8715336
786O	ALY kd8	slide3	A2	M5	99	1.2677194	-3.8098848
786O	FIBP kd7	slide3	A4	M20	152	0.78645676	-0.26211584
293T	untreated	slide3	B4	M13	733	-2.9079418	4.3150105
786O	FIBP kd7	slide3	A4	M55	62	-0.96144944	-0.4886491
786O	SART1 kd4	slide3	B2	M43	86	2.0734165	-2.7780452
786O	SART1 kd4	slide3	B2	M55	67	1.0651245	-3.757687
293T	untreated	slide3	B4	M22	538	0.79489243	3.5293536
786O	FIBP kd7	slide3	A4	M43	112	-0.86281055	-0.98258954
786O	SART1 kd6	slide3	A3	M57	81	2.000767	-2.2135406
293T	untreated	slide3	B4	M24	639	-1.0280615	6.6201773
786O	SART1 kd4	slide3	B2	M34	94	2.036198	-2.0029216
293T	untreated	slide3	B4	M37	389	-0.00091972185	2.6699388
786O	SART1 kd4	slide3	B2	M56	86	1.162241	-2.8132656
293T	untreated	slide3	B4	M41	385	0.057639394	4.219067
293T	untreated	slide3	B4	M46	422	1.0779582	5.7092376
293T	untreated	slide3	B4	M21	572	-2.912478	4.6732483
293T	untreated	slide3	B4	M45	544	1.4605516	4.886181
293T	untreated	slide3	B4	M4	664	-0.52504796	5.4160657
786O	SART1 kd4	slide3	B2	M57	85	0.5274924	-1.4760352
786O	ALY kd8	slide3	A2	M55	87	-0.33478117	0.074684575
786O	ALY kd8	slide3	A2	M41	52	2.8487458	-0.006623687
786O	FIBP kd6	slide3	B3	M29	193	-0.09861781	-0.5081557
293T	untreated	slide3	B4	M6	518	-2.4900553	2.567451
293T	untreated	slide3	B4	M50	716	-1.1704148	9.691323
293T	untreated	slide3	B4	M22	538	-1.0649506	5.521957
786O	ALY kd8	slide3	A2	M23	88	-0.92348135	-0.75610167
293T	untreated	slide3	B4	M55	685	-0.8422078	2.7365556
293T	untreated	slide3	B4	M36	345	-1.9890771	3.7686293
786O	FIBP kd7	slide3	A4	M34	107	2.0539086	0.3728475
293T	untreated	slide3	B4	M50	716	-0.8936006	9.558889
293T	untreated	slide3	B4	M43	495	-1.3619107	5.48924
293T	untreated	slide3	B4	M19	519	-3.0568852	3.976074
293T	untreated	slide3	B4	M15	569	-0.26524204	2.5739386
786O	ALY kd5	slide3	B1	M38	189	1.6836634	-2.3257027
786O	SART1 kd6	slide3	A3	M30	152	-0.1906638	1.1286842
293T	untreated	slide3	B4	M43	495	-2.9246037	5.6417265
786O	ALY kd8	slide3	A2	M22	155	-0.0206471	1.1098846
293T	untreated	slide3	B4	M36	345	-2.0336187	5.910469
293T	untreated	slide3	B4	M21	572	0.24922293	4.917933
293T	untreated	slide3	B4	M8	641	-2.3589318	2.427345
